PFAM_ID	Description	Present_in_these_samples
PF02911	Formyl_trans_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF02912	Phe_tRNA-synt_N	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF02913	FAD-oxidase_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF02914	Mu_transposase	Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_E24377A_uid13960.pfam,
PF02922	CBM_48	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF02924	HDPD	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF02926	THUMP	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF02929	Bgal_small_N	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF02938	GAD	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF02951	GSH-S_N	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF02952	Fucose_iso_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF02954	HTH_8	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF02955	GSH-S_ATP	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF02962	CHMI	Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,
PF02965	Met_synt_B12	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF02976	MutH	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF02978	SRP_SPB	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF02985	HEAT	TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03006	HlyIII	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03009	GDPD	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03023	MVIN	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03033	Glyco_transf_28	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03050	Transposase_25	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03054	tRNA_Me_trans	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03061	4HBT	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03063	Prismane	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03091	CutA1	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03096	Ndr	Escherichia_coli_E24377A_uid13960.pfam,
PF03099	BPL_LplA_LipB	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03100	CcmE	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03102	NeuB	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03104	DNA_pol_B_exo	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03109	ABC1	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03116	NQR2_RnfD_RnfE	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03118	RNA_pol_A_CTD	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03119	DNA_ligase_ZBD	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03120	DNA_ligase_OB	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03123	CAT_RBD	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03129	HGTP_anticodon	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03143	GTP_EFTU_D3	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03144	GTP_EFTU_D2	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03147	FDX-ACB	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03150	CCP_MauG	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03167	UDG	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03170	BcsB	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03171	2OG-FeII_Oxy	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03180	Lipoprotein_9	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03186	CobD_Cbib	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03193	DUF258	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03203	MerC	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,
PF03205	MobB	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03212	Pertactin	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03222	Trp_Tyr_perm	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03230	Antirestrict	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03235	DUF262	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03237	Terminase_6	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03239	FTR1	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03241	HpaB	Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,
PF03245	Phage_lysis	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_RS218_uid19411.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03255	ACCA	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03264	Cytochrom_NNT	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03279	Lip_A_acyltrans	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03308	ArgK	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03313	SDH_alpha	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03315	SDH_beta	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03319	EutN_CcmL	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03320	FBPase_glpX	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03328	HpcH_HpaI	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03330	DPBB_1	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03331	LpxC	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03333	PapB	Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,
PF03335	Phage_fiber	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03349	Toluene_X	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03350	UPF0114	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03352	Adenine_glyco	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03358	FMN_red	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03364	Polyketide_cyc	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03372	Exo_endo_phos	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03374	ANT	Escherichia_coli_W_uid48011.pfam,Escherichia_coli_RS218_uid19411.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03379	CcmB	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03389	MobA_MobL	Escherichia_coli_SE11_uid18057.pfam,
PF03400	Transposase_27	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03406	Phage_fiber_2	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03411	Peptidase_M74	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF03412	Peptidase_C39	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,
